u,v,dist,road_type,traffic_factor
48,119,65,highway,0.5877084961758672
63,60,65,street,0.0029705176795610244
98,14,98,highway,0.9165304748786013
107,41,76,highway,0.45707457512036054
78,80,16,highway,0.43462766656304697
42,32,62,street,0.10496312268457486
120,43,93,street,0.996090781625481
98,37,119,highway,0.37782709051152086
38,19,10,street,0.4115305594351656
56,22,183,street,0.4385197046149829
26,86,120,highway,0.12408042044304335
6,101,22,highway,0.18952668750655055
101,25,136,street,0.6682406949375184
75,2,30,highway,0.617571087650159
89,116,42,street,0.6431681204844188
44,73,27,highway,0.3757042079973547
93,7,25,street,0.301068383151736
48,102,78,highway,0.8875574137512725
94,79,82,highway,0.8133350371854291
68,37,168,highway,0.5681888212412496
28,61,89,street,0.7779063641328322
12,60,30,highway,0.7231869272954063
59,9,75,highway,0.48995449247915535
41,46,131,highway,0.8387615404651303
2,31,50,street,0.9742589725024062
119,6,134,highway,0.6425336630436241
92,61,48,highway,0.9592831450362421
58,32,167,street,0.790259396214477
30,1,159,highway,0.6553317851807301
117,44,100,highway,0.26563134558652846
39,16,48,street,0.4258836199306252
15,70,3,street,0.42150266554172344
79,114,198,highway,0.48599645168294714
91,38,172,highway,0.9962790305843533
2,56,169,street,0.38997946542782735
92,33,73,highway,0.32428876445847266
14,84,199,street,0.8472164732191427
21,94,80,highway,0.47618008913069
9,94,15,street,0.9420131129028536
36,104,170,street,0.1109111160685885
118,64,78,street,0.30075204980216497
51,66,127,street,0.4708562357202083
22,55,92,highway,0.5998431734601013
104,48,136,highway,0.021427521824341378
97,108,127,street,0.8338365320547474
88,23,186,highway,0.5485522530060587
117,74,9,highway,0.31036995757354546
5,78,115,street,0.2980472143738503
24,117,165,street,0.5003415514527355
25,12,65,highway,0.6468599912541874
60,68,151,highway,0.6781195198934004
84,95,50,street,0.9602959443551291
77,19,197,highway,0.48027542000314705
77,98,96,street,0.28947823813654416
17,103,189,highway,0.22607437105902095
118,19,35,highway,0.2074753922430166
30,70,36,street,0.6804235109103905
30,95,51,street,0.9870700114979645
109,71,73,highway,0.4709413470290569
37,2,157,street,0.24500441276532492
63,68,74,street,0.6350436254842455
28,98,70,street,0.3537979511005279
46,21,66,highway,0.601469974254492
50,82,132,street,0.07737425546969612
89,12,189,street,0.3305650661074925
43,53,194,highway,0.9427047449891559
93,89,199,highway,0.5287340604809848
103,88,25,highway,0.8443780839122249
117,91,32,highway,0.6962334896983188
15,37,178,highway,0.6905680422343374
67,81,156,street,0.8014508703403339
60,89,195,highway,0.6627173151811984
12,11,58,street,0.6999683829057007
63,119,34,street,0.956685990397194
44,95,51,highway,0.44424443156404414
41,4,68,street,0.8067782584649752
4,79,158,street,0.05514949648825085
29,120,123,highway,0.8190956036566648
39,0,114,highway,0.14553558131935296
19,115,30,street,0.7109063227469251
103,40,26,highway,0.6330289162576229
68,70,125,street,0.6215702951405702
47,27,172,street,0.7927000100462354
34,35,72,street,0.07155130165689993
55,72,195,highway,0.14781419139036733
36,101,1,street,0.5739203766906766
94,116,68,street,0.8840264073190551
70,100,93,highway,0.9938096398109555
40,28,105,highway,0.7960417010999528
75,67,13,street,0.15533423323726903
98,74,199,highway,0.9585006866094166
5,86,35,street,0.8828168392662694
118,24,34,street,0.09551023019055549
34,33,177,highway,0.46694631258935826
92,69,37,highway,0.5042583318930548
51,17,126,street,0.8621729200669741
90,50,53,street,0.9344349694543733
54,67,180,highway,0.6554318162916829
44,103,173,highway,0.6149775856651994
76,107,95,street,0.5813287739358345
55,96,35,highway,0.2736863031284458
70,57,62,street,0.9660815459020516
0,73,18,highway,0.830500213907994
110,7,67,highway,0.8754845074416634
61,87,31,highway,0.7567174923762597
67,87,112,street,0.905086993764363
81,89,67,highway,0.9909885452417307
24,76,109,street,0.9933939730803132
7,87,87,highway,0.6216422961324415
79,83,55,highway,0.6291965284747342
44,79,60,highway,0.005892171183985551
44,75,76,street,0.3713180351319242
92,0,103,street,0.9037050282629268
48,98,99,street,0.7302333177007463
112,106,33,highway,0.39758695705960345
47,49,88,street,0.07534287528285732
68,85,86,highway,0.5568183941064675
41,56,167,street,0.6323721620883824
20,21,172,street,0.22101567118918275
91,76,195,street,0.8025828323112505
34,40,190,street,0.10857721630596096
82,101,14,street,0.6643440570730144
41,80,129,highway,0.7280476044655508
102,96,103,highway,0.913403247505272
6,88,165,highway,0.8057236277238147
119,103,166,street,0.3521820433379349
19,77,90,highway,0.019984218171942514
47,61,91,street,0.6061400902144243
113,45,177,street,0.41808306263953354
96,54,32,street,0.22555319549234165
43,4,115,highway,0.07231624279348481
108,110,133,street,0.6312821024700603
0,22,94,highway,0.7890378123052424
14,87,147,street,0.11027275364092048
113,59,37,highway,0.6086351578572398
89,108,41,street,0.27712970172107865
15,25,111,street,0.09098483494254705
63,36,141,street,0.030943902271267865
7,48,26,highway,0.40475606739715353
4,3,98,street,0.7803979348113596
97,67,96,street,0.6298041265990956
8,97,156,street,0.6517314552383341
93,102,95,highway,0.7718486440891872
94,60,131,street,0.6996034861926252
103,110,187,highway,0.7524096729615786
89,99,50,street,0.02908644603910071
77,105,87,highway,0.08933897475399011
67,18,55,street,0.3349234024169988
63,77,68,street,0.08992745732323704
118,27,107,street,0.2679261540615342
81,17,102,highway,0.39876639649098145
52,90,24,highway,0.435139479756119
48,68,93,highway,0.7465703801744944
13,113,153,highway,0.7808429134523706
50,67,55,highway,0.41550513819932655
114,23,41,highway,0.8759013680004056
9,111,96,street,0.7653156746063552
112,44,83,street,0.643109137294489
90,12,107,highway,0.33004062419997204
113,55,176,highway,0.5861832492810255
50,117,189,street,0.10795473237101116
120,54,153,highway,0.8718430415355212
67,92,101,highway,0.4981937496930503
42,19,119,street,0.9561897610036592
98,41,14,highway,0.9815254934738156
23,53,8,street,0.4967928676369442
3,37,130,street,0.2008826623190042
31,38,30,street,0.5084344578506717
73,91,32,highway,0.9710408885899067
106,95,185,highway,0.6001862529128179
32,82,156,street,0.03634578444635328
47,30,18,highway,0.06097263554321686
56,29,152,street,0.1586055209348297
54,81,55,highway,0.8688376256054898
10,73,13,street,0.44023469120564285
7,31,120,highway,0.2311011694232309
90,20,111,highway,0.3624502071852278
98,38,142,street,0.8692077604788812
95,77,172,highway,0.10219134600139579
72,44,142,highway,0.8121859795909366
107,111,97,street,0.9553618639217609
107,81,193,street,0.9818255323488225
7,97,21,highway,0.11771853175813773
2,117,99,highway,0.09550061515968122
94,60,71,highway,0.32014645908115413
105,30,146,highway,0.786897829705609
114,115,91,highway,0.44038976301341537
113,103,147,street,0.3459881512037818
97,55,86,street,0.917555000073872
23,109,59,street,0.2379291224158271
4,31,115,highway,0.9291714409493851
79,77,126,street,0.17737013644010402
98,43,6,street,0.6246386522583561
16,3,110,highway,0.35555060977011843
6,23,32,highway,0.1866730626750972
104,22,49,street,0.5609850007438403
78,51,1,highway,0.41112921046805806
86,5,90,street,0.36785253625925673
33,35,30,highway,0.5134006573597631
57,14,138,street,0.6753345378869394
37,107,132,street,0.674792279177273
65,17,117,street,0.671067617403202
58,52,129,street,0.7896965391717374
38,88,31,highway,0.07462787331688037
105,47,6,highway,0.992765943585675
55,71,37,street,0.7552780706328801
72,4,46,street,0.20535939434577888
100,24,194,street,0.8021967768236409
100,94,99,highway,0.7112050197638171
64,59,88,highway,0.868193318103817
87,9,143,highway,0.8610508637385846
105,83,113,street,0.957345689371328
19,14,153,street,0.2230975936459182
72,37,47,highway,0.8630990516802906
87,62,126,highway,0.471849538697119
118,65,3,street,0.43684643172690607
16,107,21,street,0.052197915443134124
30,104,133,street,0.9367010044809946
18,105,103,highway,0.6558506390427231
19,101,128,highway,0.5986972170022954
41,68,109,street,0.35984489897681926
39,34,179,highway,0.32921028984372325
71,22,179,street,0.8416993827927798
40,110,78,street,0.28724672877515933
41,80,31,street,0.25854997057983686
51,87,87,street,0.167676761170797
51,13,62,highway,0.8980662150740926
93,41,197,street,0.6093924644862809
67,91,143,street,0.8397334609105308
33,85,72,highway,0.3422511612717827
74,16,69,highway,0.6171322269237479
100,4,138,highway,0.5583571526778374
105,74,160,highway,0.5354042753266448
18,68,136,highway,0.5586424453300439
71,5,132,street,0.40504712845363045
96,95,1,highway,0.743589059521891
27,59,111,street,0.049323470424789795
114,13,124,highway,0.8119697870473507
5,41,197,street,0.8541059403204337
19,66,169,highway,0.2681843387688353
45,100,157,street,0.5326695763983644
35,5,106,street,0.5348014340645029
50,68,58,highway,0.35260074925388685
23,3,26,highway,0.7545866034913036
113,33,116,street,0.01943153400555564
103,31,152,street,0.8905929426596211
48,116,94,street,0.23482516089971084
58,64,173,street,0.9969168667555487
55,67,5,highway,0.8652424749711626
25,47,188,highway,0.5714624683474308
29,28,47,highway,0.33932737115203493
50,43,89,highway,0.8917589355734191
38,95,191,highway,0.6286633492498027
57,83,128,street,0.4747779369926164
115,120,45,highway,0.4704997813067633
117,56,23,street,0.772134908333917
61,7,194,street,0.8128869910026678
86,53,66,street,0.5924615597459697
108,67,187,street,0.7330170485281466
66,30,111,street,0.7970991160504943
30,65,53,highway,0.03826297118191113
93,8,107,street,0.49615290280256896
65,33,28,street,0.7917402311412692
107,114,78,street,0.8163501991203018
28,10,90,highway,0.3584019858631956
109,56,111,highway,0.41178865855043834
64,12,25,street,0.3823446765791878
80,84,150,highway,0.010176766196239306
38,118,29,street,0.2992661423579688
109,64,102,highway,0.46615593962118207
82,107,99,street,0.8455701009984198
50,44,127,highway,0.5444751673152229
6,75,167,highway,0.9593129713183491
13,1,82,highway,0.40940404353114745
8,19,137,street,0.03549389097392608
50,14,157,highway,0.10851202390448411
35,56,112,highway,0.8427681720871566
80,32,20,street,0.5569450536074192
62,75,21,street,0.051779309775324855
97,32,92,highway,0.08362428534576982
1,102,85,highway,0.9633793968347927
66,4,54,highway,0.2116219385946999
58,97,100,street,0.8746929616862918
43,51,9,street,0.16388068861044403
42,91,2,street,0.973303666244798
57,101,44,street,0.34719425665560766
77,29,137,highway,0.9312814675997422
31,96,42,highway,0.5056543867922123
103,28,27,street,0.23656254103358187
112,70,1,highway,0.4235411826342319
91,105,61,highway,0.7750930246055098
6,16,58,highway,0.4919530692216836
91,26,156,street,0.045498334505164495
82,94,95,highway,0.227072491919453
92,35,105,highway,0.7179941835110981
7,84,182,street,0.4229107716873324
0,106,11,highway,0.1087994150554068
103,91,120,highway,0.1850816228111105
5,16,168,highway,0.946833872917844
1,21,144,highway,0.49933960352776796
71,72,148,highway,0.6641344652790224
98,117,183,street,0.020354272969905884
42,0,140,highway,0.711191865531296
24,37,124,street,0.5556224759287012
7,72,118,street,0.18972412991754672
49,75,88,highway,0.004109701800314003
103,52,174,street,0.8169244777654528
82,114,198,highway,0.710559263043987
111,84,143,highway,0.7790348986235596
32,53,142,street,0.4648047611029609
6,98,109,street,0.8227683703617982
107,96,138,highway,0.2557227189217455
36,12,127,highway,0.5247709943834776
106,67,74,highway,0.8041916395172479
108,28,178,street,0.5040678738519064
60,57,197,highway,0.03374220610134637
15,7,45,street,0.5265253358970371
39,24,199,highway,0.6059858796818892
84,120,140,highway,0.6189677506448917
107,48,187,street,0.4735771771144187
5,63,19,highway,0.5097951165415482
116,97,126,highway,0.9926417459566996
30,26,45,highway,0.0864028805273761
52,16,154,highway,0.7542513981280753
71,68,103,highway,0.03526086358262115
89,86,84,street,0.12395528528392807
16,101,60,highway,0.2343278169310007
96,22,160,street,0.09862031070944666
36,92,26,street,0.21665815533258515
31,13,94,highway,0.3720526329004733
56,74,9,highway,0.8855381183369888
107,49,165,street,0.777971159628844
86,78,36,highway,0.7040639130847021
47,112,5,street,0.12026321605210921
77,51,96,highway,0.21626437128912646
1,116,189,street,0.96490889883986
56,89,148,highway,0.5777951300100451
21,73,21,highway,0.8117742124491092
102,93,137,highway,0.18050017432821863
100,73,110,highway,0.8119979639809684
86,93,81,street,0.9575353018160085
17,112,142,street,0.34110193640773434
36,102,85,street,0.0050539578139310315
18,74,182,street,0.29858569109961797
46,16,53,street,0.8652196859696714
0,16,127,highway,0.4171934925933837
6,47,130,highway,0.8473533871562419
14,57,167,street,0.7263690933582437
29,101,195,street,0.5109432881108119
113,87,73,street,0.9678084474684481
88,109,84,highway,0.5949103908184502
119,13,166,street,0.958820126595041
38,97,34,street,0.5205287644285259
53,110,51,street,0.5243763301050746
112,77,191,highway,0.6776944725823872
34,117,31,street,0.7624901931425055
119,50,85,street,0.8750986389133352
8,17,21,highway,0.6667537404581921
2,97,13,highway,0.23089635311043488
61,13,127,highway,0.2656787456735885
11,91,107,street,0.576165532313177
6,22,58,highway,0.016639898818854415
37,50,182,street,0.3004743899906638
32,7,83,street,0.2398177184758672
113,71,118,highway,0.333782333831911
86,84,166,highway,0.2748009585162401
8,37,71,highway,0.5154520187578944
54,10,180,street,0.23227325177186386
102,31,111,street,0.3252344445342473
10,114,105,highway,0.5899775362516602
68,90,151,street,0.26396626219789443
57,72,99,highway,0.40906437463150747
101,27,167,street,0.8651836541945597
12,86,174,highway,0.19619453303053136
74,106,43,highway,0.01818191435024019
45,77,84,street,0.9994759031440766
118,86,180,street,0.12407959890785247
71,34,76,street,0.4124787651568902
89,70,181,street,0.3288632842571635
97,116,28,street,0.06724004986255094
82,1,188,street,0.8928319413312268
84,10,55,street,0.502785011098835
99,22,43,highway,0.8891294820218356
14,19,84,street,0.6020590493702697
38,43,150,street,0.4507827809495867
72,7,14,highway,0.3479968709784227
47,8,64,highway,0.7538046644877838
35,25,81,street,0.8350016255180901
61,111,30,highway,0.6553062257408085
116,105,85,street,0.9793329355899617
87,96,58,street,0.5046902979723247
46,114,185,highway,0.4319575769052727
68,77,53,street,0.9354327413259573
103,82,108,street,0.265544484616668
31,70,67,highway,0.0372389256022837
7,72,160,highway,0.8289860977507472
83,107,95,highway,0.27033093356058313
26,28,14,street,0.4010410569665216
98,114,4,highway,0.8823309634204857
53,83,142,street,0.7703439488558717
110,111,169,highway,0.5965905684267578
106,92,22,highway,0.02760244334622597
87,89,134,highway,0.8094920158904392
83,69,44,highway,0.7422342898840115
107,14,65,highway,0.8217754440893545
90,13,75,highway,0.4653099788790407
120,29,175,highway,0.3157298732388729
20,89,187,street,0.0873709103592506
34,61,27,highway,0.5553819843283048
84,11,37,highway,0.9799307076615646
25,54,18,street,0.20496092337680116
75,27,164,street,0.3335533853331868
1,59,29,highway,0.04212851444405008
69,17,132,highway,0.009863992876231187
56,60,16,street,0.43129272371711824
39,23,136,highway,0.2539605664924608
68,44,90,highway,0.8945524234674722
56,31,90,highway,0.6435252824371406
70,4,141,highway,0.8248019853579112
108,85,56,street,0.40965203438601716
91,71,53,street,0.6109994154384545
101,84,23,highway,0.789345439403864
50,74,128,street,0.23480165782774565
73,65,176,highway,0.939464077255795
48,85,197,street,0.8801472945133029
100,11,56,highway,0.14036587310340765
42,100,2,highway,0.4465806946195937
1,72,152,street,0.9375963171632103
90,111,188,highway,0.12726748886395078
27,44,180,street,0.9670495804011598
22,36,82,highway,0.3853235503901252
52,100,52,highway,0.23096907889052476
27,110,156,highway,0.21304259356045308
38,8,172,highway,0.6410501303445069
68,73,87,highway,0.41931976377961366
