u,v,weight,transport_type,risk
28,33,38,rail,3
49,35,112,air,4
10,54,20,air,4
52,34,84,rail,3
57,20,119,rail,4
26,69,50,air,4
11,1,75,air,5
53,26,59,air,2
35,28,126,air,3
20,19,42,air,1
26,11,30,air,5
61,17,45,road,2
52,40,108,road,2
6,48,136,road,3
48,46,141,air,1
57,1,7,rail,4
40,56,56,rail,5
24,22,62,air,1
1,12,51,air,5
59,57,101,road,2
64,14,124,road,1
62,23,65,rail,2
68,46,76,road,4
43,53,56,road,5
31,46,88,road,3
57,23,131,rail,2
31,53,83,air,1
38,31,7,air,3
43,58,144,air,3
66,40,43,rail,4
65,23,59,rail,5
42,16,52,air,4
3,1,99,road,5
46,43,78,rail,1
70,44,78,road,2
27,39,116,air,3
62,14,87,road,5
68,5,119,air,3
3,10,86,air,5
46,35,47,rail,5
4,34,81,air,2
38,51,98,road,3
39,32,131,air,5
66,19,127,air,4
35,30,27,road,4
13,28,32,road,2
17,22,42,air,2
60,37,128,rail,3
7,48,53,air,4
14,19,90,road,1
63,60,43,air,5
31,47,5,air,4
59,32,112,road,2
21,44,39,rail,5
57,31,27,air,3
12,11,3,air,5
12,47,74,rail,3
28,19,3,air,1
25,34,11,rail,5
1,30,72,rail,2
6,11,100,rail,3
65,17,94,air,1
22,9,83,rail,3
67,40,136,road,3
11,8,134,rail,3
1,64,2,road,1
23,14,49,road,2
54,68,117,road,4
42,59,18,air,2
36,51,47,air,4
1,32,128,rail,2
14,10,32,air,4
61,22,148,road,4
3,41,116,road,4
44,10,69,air,4
4,58,90,air,5
59,32,102,road,4
54,11,54,rail,2
12,9,30,road,2
46,70,130,air,5
57,65,150,air,3
5,57,26,rail,3
11,65,56,road,4
31,15,98,road,1
45,44,87,air,1
53,45,141,road,3
61,8,71,rail,3
49,24,107,air,3
50,46,19,road,1
3,55,45,road,2
16,69,1,rail,1
36,40,85,road,2
29,66,104,air,3
64,41,124,air,3
31,65,114,air,2
54,61,38,air,1
54,53,3,rail,4
5,59,137,air,1
6,69,32,rail,4
70,2,138,rail,1
58,8,91,rail,2
2,17,78,road,1
44,28,63,rail,5
69,27,150,air,5
50,23,98,air,1
15,22,41,air,2
7,57,26,rail,2
63,15,121,air,5
68,37,89,rail,3
49,68,86,air,3
7,18,47,air,5
13,45,126,rail,1
65,16,12,road,3
27,14,38,air,5
16,62,48,road,5
6,11,134,rail,3
68,3,64,road,4
11,57,75,rail,5
27,55,120,air,3
64,26,150,rail,3
5,37,33,rail,2
35,13,120,air,2
57,19,131,road,2
70,41,84,air,5
38,20,139,air,4
10,7,149,air,4
57,23,127,air,3
55,51,54,rail,5
6,69,92,air,1
48,35,79,rail,4
65,44,114,air,4
25,61,147,air,3
48,33,18,air,5
6,13,106,road,4
65,2,46,road,3
50,17,1,air,5
29,1,12,rail,1
15,60,133,road,3
17,70,112,rail,3
12,33,121,air,1
37,35,75,air,1
35,53,2,air,3
3,36,9,rail,2
63,13,129,rail,3
15,18,4,air,5
16,45,66,air,3
66,20,84,rail,5
59,13,1,air,5
42,20,147,air,5
17,31,148,rail,5
26,54,23,air,2
10,28,83,rail,1
68,43,43,rail,5
68,23,116,air,2
17,44,55,rail,5
27,57,139,air,5
3,9,59,road,3
11,70,19,air,1
55,51,54,road,3
17,16,11,road,3
32,38,118,rail,4
40,65,123,road,5
56,47,124,road,4
36,69,8,air,4
1,14,138,air,3
18,67,73,road,2
10,41,115,rail,5
11,58,136,road,5
8,53,137,air,3
56,40,99,road,2
48,9,2,air,4
59,65,38,air,1
26,53,53,road,5
25,1,44,road,5
37,57,1,road,2
53,30,21,rail,1
0,47,80,rail,4
24,20,103,air,1
55,69,2,rail,4
28,50,112,air,4
41,50,110,road,1
37,35,56,rail,2
14,31,43,road,2
6,37,49,rail,4
33,27,126,rail,1
33,63,11,air,3
16,3,64,rail,5
28,0,26,road,4
59,0,47,air,5
32,2,103,air,4
11,37,138,road,5
42,40,44,rail,3
11,22,79,air,2
11,19,111,road,5
34,60,40,road,3
45,41,102,rail,5
23,55,80,air,5
44,65,118,air,5
34,48,105,road,4
26,54,141,rail,2
29,59,110,air,4
28,7,16,road,5
55,47,45,air,3
7,62,150,air,1
29,36,81,rail,2
44,64,59,road,4
4,41,50,rail,4
48,20,89,rail,2
46,17,108,road,3
63,21,96,rail,5
4,14,15,road,5
43,1,52,rail,1
21,46,22,air,3
10,26,14,road,2
16,30,91,rail,3
1,68,11,air,5
9,26,118,air,3
21,8,52,air,4
58,69,67,road,1
2,57,102,rail,5
4,0,79,rail,1
22,52,117,rail,1
50,22,135,rail,5
29,64,14,air,4
41,17,109,air,3
46,30,101,air,2
57,39,58,rail,4
39,48,59,road,3
1,16,109,air,3
12,17,119,rail,3
46,27,103,road,3
61,11,94,rail,2
44,8,9,air,1
6,55,150,rail,4
21,58,148,air,2
52,5,94,road,5
38,28,45,air,3
54,31,23,rail,1
49,54,43,rail,3
40,48,38,rail,1
39,28,113,road,4
66,25,59,rail,4
36,49,27,air,3
50,3,47,air,3
33,49,82,rail,4
34,37,126,air,3
56,20,105,road,4
25,43,107,air,1
51,49,146,rail,3
3,12,114,air,3
51,11,50,road,1
69,45,139,air,5
5,16,102,air,3
18,47,47,rail,5
67,56,95,air,4
18,44,108,air,5
61,63,51,road,1
37,16,92,air,1
9,38,89,road,5
11,2,83,air,3
14,22,115,air,3
68,7,110,rail,5
12,66,112,rail,1
35,47,114,road,3
63,45,126,rail,4
26,59,84,rail,3
5,22,148,rail,5
65,68,101,road,3
59,32,43,road,1
20,54,67,air,3
37,26,101,road,5
53,60,32,road,2
67,37,79,air,1
0,10,47,air,3
27,58,122,rail,3
36,56,48,air,3
43,2,110,air,2
41,48,74,rail,5
28,9,33,road,5
14,11,77,rail,5
4,66,57,air,5
21,30,11,rail,5
58,2,119,rail,1
0,2,97,air,3
63,33,101,rail,3
63,44,72,rail,1
52,67,4,rail,4
6,42,150,air,4
10,52,100,road,1
7,54,4,rail,2
33,28,34,road,5
31,33,123,road,1
61,60,78,rail,1
13,26,118,road,5
60,59,27,air,5
35,43,96,rail,5
2,17,118,air,3
3,65,73,air,1
44,31,138,air,5
57,29,51,road,2
11,57,79,road,3
52,9,89,rail,4
22,32,129,road,5
25,10,87,rail,5
16,18,33,air,4
33,70,55,rail,5
37,64,70,rail,1
22,59,130,air,4
60,64,74,rail,2
50,15,147,rail,1
22,44,4,rail,3
59,0,40,air,2
20,22,104,air,4
16,62,19,rail,5
67,23,137,rail,4
52,23,50,rail,4
37,21,94,air,2
14,49,97,road,5
60,46,88,road,5
66,34,84,road,2
44,32,9,air,4
21,3,53,rail,1
5,46,12,road,5
66,25,96,road,2
64,20,24,air,3
36,21,144,rail,2
16,56,13,road,3
49,14,59,air,4
29,28,60,air,3
28,15,54,air,2
62,14,116,road,4
15,62,52,rail,3
65,63,12,air,5
67,50,101,rail,2
21,22,48,road,2
24,61,84,rail,5
3,47,19,road,4
53,36,105,rail,2
44,29,40,rail,1
64,68,132,rail,5
25,55,50,road,5
1,5,73,rail,2
39,43,90,road,3
70,51,73,air,4
30,39,80,rail,4
64,10,2,air,2
31,7,11,road,1
3,18,24,rail,5
68,20,116,road,3
18,41,5,road,5
35,56,135,road,5
0,32,35,road,2
44,34,27,road,3
11,35,84,air,4
35,49,103,air,4
39,67,26,road,3
8,1,78,rail,3
35,64,99,air,3
63,39,52,rail,3
21,5,111,air,2
3,38,80,rail,2
21,18,83,rail,4
67,39,12,air,2
58,26,47,road,1
34,4,3,air,5
13,46,133,road,1
16,52,23,road,5
48,17,41,road,3
70,53,107,air,3
63,24,147,road,3
41,53,64,air,3
2,63,85,rail,3
67,33,123,road,4
16,34,11,rail,1
70,48,104,road,4
25,52,11,road,3
1,32,129,road,4
27,23,31,rail,4
41,24,133,rail,2
34,58,12,road,1
56,10,9,road,3
5,65,64,air,5
44,27,32,rail,3
9,42,20,air,3
54,61,72,road,2
21,66,49,rail,5
35,50,70,air,2
43,51,128,rail,5
21,49,61,rail,3
59,2,74,air,5
23,68,21,rail,4
9,70,82,air,1
53,66,78,air,3
7,29,109,air,2
20,1,10,rail,5
46,12,118,air,5
19,45,118,rail,5
28,33,9,air,5
16,39,92,air,4
40,12,25,rail,2
67,3,31,rail,5
35,4,105,rail,5
37,62,102,air,3
41,63,136,air,2
2,57,19,road,4
50,63,10,road,2
53,7,85,rail,4
4,45,140,rail,4
26,30,131,rail,4
8,16,102,air,4
23,50,146,road,2
4,19,89,road,2
31,19,73,air,3
38,70,56,air,4
57,40,131,road,5
44,34,51,air,4
48,25,105,road,3
48,17,11,road,3
57,23,93,air,2
30,60,70,road,5
58,18,69,rail,5
66,51,130,air,2
62,44,55,rail,2
67,54,146,air,4
59,32,133,road,2
46,56,109,rail,2
6,29,122,rail,3
53,0,149,rail,2
46,30,92,air,4
37,39,93,road,5
19,27,124,air,4
19,44,91,road,1
68,61,135,road,4
37,34,65,road,5
20,50,127,air,4
17,20,52,road,3
19,5,52,rail,1
27,15,34,road,4
64,52,144,road,3
6,22,96,rail,5
36,66,98,rail,1
20,64,15,air,5
3,54,1,rail,4
11,43,117,air,2
64,8,33,air,2
15,66,145,rail,3
21,47,75,rail,1
66,10,148,rail,5
70,16,69,road,3
54,24,16,road,1
55,8,85,rail,5
0,39,49,air,4
17,44,112,air,2
38,48,53,air,5
1,46,103,rail,4
12,33,8,road,2
14,15,72,rail,1
43,42,134,rail,2
40,23,141,rail,1
44,22,126,rail,5
2,18,100,rail,2
44,48,18,rail,4
61,69,78,road,5
31,46,85,air,4
6,33,98,road,2
68,47,25,rail,4
46,32,48,rail,1
21,56,61,air,2
40,51,21,air,5
22,37,89,rail,2
56,33,35,road,1
31,55,26,rail,3
23,46,47,road,5
24,20,16,road,3
9,51,97,rail,1
0,9,89,road,2
36,23,89,road,2
30,9,37,road,4
0,62,37,air,1
42,36,33,rail,5
30,36,67,rail,3
16,7,2,rail,4
44,18,109,road,3
37,38,63,air,4
45,10,2,rail,4
36,0,41,rail,2
55,3,96,road,2
35,67,21,road,1
26,52,59,rail,3
54,36,9,rail,2
11,66,54,road,1
38,65,136,road,2
7,54,66,road,4
6,50,148,road,3
7,22,130,rail,1
1,0,110,air,5
69,31,13,air,1
0,64,80,road,5
38,65,34,air,3
33,54,37,air,3
31,36,12,road,4
1,27,56,air,5
63,26,33,road,1
60,54,19,rail,4
18,69,37,air,5
11,28,110,rail,5
70,57,74,air,4
49,16,79,road,5
7,51,93,rail,3
7,40,129,rail,1
59,48,86,road,4
48,4,23,road,5
34,70,67,air,3
64,69,131,rail,2
65,45,27,air,3
10,49,143,air,1
66,36,94,rail,4
34,16,135,rail,3
56,13,25,rail,2
33,19,136,rail,3
68,50,25,road,4
32,22,5,rail,3
62,37,28,air,5
26,68,139,rail,1
47,27,129,road,2
42,28,30,air,3
11,28,22,road,5
25,56,15,air,2
36,24,65,rail,5
65,60,71,rail,5
41,11,85,road,3
26,52,47,air,2
22,56,46,air,5
47,36,37,rail,5
9,22,23,road,3
4,22,13,air,2
62,35,84,rail,5
62,54,10,air,3
7,38,104,air,5
13,39,58,rail,1
22,25,122,rail,1
36,62,69,air,1
13,67,63,rail,2
60,51,93,road,4
62,48,10,air,5
29,62,25,rail,1
18,9,83,air,3
46,44,39,road,1
64,58,2,air,4
24,32,10,road,3
62,48,44,rail,2
32,31,80,road,1
63,48,31,air,5
63,23,43,rail,1
45,26,75,road,3
63,27,149,road,4
36,42,149,rail,1
7,28,5,rail,4
12,53,15,air,2
50,27,11,road,4
8,50,17,air,5
9,43,126,air,5
3,25,23,rail,1
70,14,45,rail,2
48,13,54,rail,4
21,63,18,air,2
46,11,13,road,1
47,65,63,road,5
14,25,82,rail,1
4,8,67,road,5
14,20,124,air,4
29,28,142,road,5
1,27,56,rail,2
55,36,96,rail,2
22,38,142,air,3
21,5,45,road,4
17,66,41,road,5
23,9,46,rail,2
63,11,99,rail,3
68,57,112,air,3
24,30,3,air,5
55,20,122,air,5
2,25,57,air,5
15,24,140,road,2
52,23,10,rail,4
41,31,31,road,2
42,2,22,road,3
7,33,91,road,5
31,43,59,rail,5
48,61,28,rail,3
19,55,94,road,2
34,33,141,air,2
7,58,64,rail,4
20,30,51,road,2
38,53,140,road,5
57,66,109,air,1
57,54,75,air,4
21,22,118,air,1
32,28,2,rail,1
55,16,119,air,3
18,26,11,road,1
13,61,125,air,3
26,25,50,air,2
51,37,17,rail,5
0,35,43,rail,3
62,52,99,road,5
39,52,106,road,5
31,62,1,rail,4
8,36,91,air,3
70,26,28,air,4
60,27,14,road,3
63,51,146,road,2
43,34,103,rail,4
55,45,126,rail,5
15,9,7,road,4
9,50,45,rail,3
48,30,70,rail,3
45,52,58,road,2
36,60,87,rail,2
1,29,110,air,5
26,36,57,road,1
19,45,102,air,5
0,64,5,road,5
1,19,17,road,3
50,29,77,road,3
42,6,3,air,5
63,26,117,rail,4
7,14,116,air,1
43,54,95,rail,3
17,65,92,road,1
53,64,105,road,4
45,55,98,rail,4
60,31,126,rail,1
1,70,93,road,1
17,65,99,road,5
10,62,109,road,2
51,32,61,rail,3
33,65,68,road,5
22,48,94,road,5
60,48,4,air,2
5,21,19,road,4
55,64,94,air,1
20,2,59,air,5
6,26,119,rail,3
28,5,117,air,3
10,8,21,air,2
28,30,109,air,4
41,25,23,rail,3
4,50,129,rail,4
70,55,150,rail,3
35,43,140,air,5
54,31,127,air,1
24,53,57,rail,4
48,51,150,rail,5
46,51,73,air,2
31,41,104,air,5
9,28,19,air,2
11,36,10,rail,3
68,7,84,air,4
3,18,140,rail,2
62,11,24,rail,5
8,31,76,road,2
55,53,97,rail,3
52,37,57,rail,2
67,16,126,air,5
26,51,49,rail,5
65,61,105,rail,1
58,31,42,road,4
30,9,76,air,1
30,41,19,air,3
60,47,123,rail,3
69,22,139,air,1
67,40,100,road,1
40,57,73,rail,5
40,30,53,air,1
18,41,18,road,4
2,48,41,road,5
39,50,123,road,4
68,10,41,air,5
18,51,69,rail,1
19,57,38,rail,3
22,35,49,air,4
59,66,118,air,2
25,22,25,air,2
42,43,137,air,5
7,13,62,road,3
6,15,81,road,2
22,5,41,air,1
25,1,48,rail,5
8,69,58,rail,5
31,27,41,air,3
2,29,58,road,2
25,19,45,rail,2
31,1,5,air,2
4,68,60,rail,4
44,49,16,rail,1
9,62,119,road,5
6,20,44,air,2
15,38,18,road,1
10,3,33,road,1
6,16,12,air,3
27,45,35,rail,3
59,44,135,rail,5
26,42,119,road,3
44,39,11,air,2
46,14,101,air,2
2,44,109,road,2
42,15,41,air,3
53,33,65,road,1
3,14,101,road,2
19,18,86,road,5
67,48,109,rail,3
53,36,102,air,2
13,63,126,road,5
5,68,44,rail,2
37,68,4,rail,5
30,29,75,rail,2
58,14,61,air,2
33,39,55,road,4
62,1,54,air,5
31,5,140,rail,2
30,48,8,air,4
54,52,29,road,1
53,54,140,rail,4
64,25,36,air,4
49,6,10,air,4
9,17,81,air,1
69,58,64,road,2
21,30,92,air,2
45,58,84,air,2
0,7,41,road,3
17,67,32,air,2
10,41,21,road,1
57,18,125,road,2
57,25,33,air,3
36,33,38,air,1
12,23,41,air,2
44,21,5,air,5
1,56,53,road,1
59,0,43,air,2
4,53,46,road,4
23,40,46,road,2
62,55,31,road,3
42,7,101,air,1
65,38,76,road,4
68,36,67,air,5
19,20,32,road,5
38,27,91,road,3
51,49,77,road,5
65,38,141,road,5
2,45,133,road,2
17,45,37,road,5
36,42,27,road,1
69,31,68,rail,5
5,42,31,air,2
52,38,51,rail,2
28,42,93,road,3
21,42,75,road,5
17,25,59,road,4
32,30,23,rail,1
24,4,51,rail,1
56,55,25,road,1
66,67,21,road,2
55,40,2,air,2
44,2,117,air,5
52,7,123,rail,5
68,42,18,road,2
51,63,106,road,1
63,35,88,rail,3
9,55,53,rail,5
37,51,10,road,4
59,11,31,air,1
5,46,76,road,2
31,35,87,air,5
53,23,65,road,4
55,26,75,road,2
64,12,128,road,2
65,57,82,rail,1
35,68,33,rail,3
66,45,33,air,5
7,17,78,road,1
39,47,50,air,2
23,1,20,air,1
62,38,40,road,4
24,6,67,road,3
7,33,95,road,5
63,34,16,air,1
66,69,82,rail,2
66,5,52,road,1
59,29,115,road,4
42,2,42,road,3
27,6,124,air,5
9,23,129,road,2
59,4,144,rail,2
13,16,89,rail,2
44,14,8,air,4
1,37,8,road,3
28,7,60,air,5
57,48,23,air,5
31,42,133,rail,2
52,2,120,road,4
53,37,129,road,1
63,31,5,rail,2
34,68,102,rail,4
17,44,132,road,5
25,43,76,air,4
15,46,4,rail,5
52,2,77,road,1
23,14,119,road,2
29,45,89,road,3
59,12,37,road,4
38,55,28,road,5
27,58,96,rail,5
10,37,15,air,1
64,32,88,air,2
18,54,99,road,4
43,29,65,road,1
69,13,39,road,2
45,63,82,rail,5
8,11,61,road,5
52,70,121,road,2
28,45,89,road,3
26,40,129,rail,5
53,9,22,road,2
40,61,115,road,1
60,31,141,rail,3
12,69,17,air,4
31,9,88,air,5
54,69,127,road,1
48,10,140,road,1
53,49,55,road,1
62,65,105,road,2
64,44,51,rail,5
15,67,7,air,4
4,18,103,rail,4
10,62,54,rail,5
27,38,130,rail,3
66,49,102,rail,5
12,64,60,road,3
55,1,132,air,4
38,17,10,air,1
44,8,2,air,3
2,45,5,road,4
17,19,91,air,1
47,9,77,road,4
42,25,113,road,1
37,19,150,road,3
18,58,99,road,1
16,19,140,rail,2
8,57,74,air,1
67,22,131,rail,1
6,5,115,air,4
47,70,89,air,2
44,24,117,rail,1
26,24,54,air,4
50,16,34,air,1
0,18,89,rail,2
13,54,44,road,1
1,58,75,road,1
60,23,105,air,4
16,38,137,road,3
30,64,132,road,5
18,12,10,air,2
40,19,138,rail,5
24,34,86,road,5
35,31,46,rail,1
26,59,32,air,1
58,1,83,air,4
32,38,99,road,4
35,17,35,air,2
7,34,114,road,4
7,62,33,road,3
42,59,1,rail,1
21,13,73,air,4
18,67,82,road,1
7,8,33,rail,2
41,46,29,road,3
5,15,27,rail,5
35,25,93,rail,2
17,64,130,rail,4
4,25,67,rail,3
14,43,130,road,2
53,8,63,air,4
19,32,102,rail,3
11,32,80,rail,4
55,37,18,air,2
2,61,69,rail,4
5,15,117,rail,4
22,12,117,air,1
1,37,53,road,1
1,38,38,road,3
31,44,73,air,1
26,6,1,road,2
6,61,128,air,2
69,61,102,air,3
51,32,136,rail,2
40,1,88,air,1
32,24,40,rail,2
26,67,137,rail,4
17,12,90,rail,2
34,21,122,air,3
31,12,57,road,3
40,65,7,rail,3
35,47,88,rail,5
22,29,12,air,1
52,48,36,air,1
26,33,20,road,2
68,10,5,rail,4
68,34,40,rail,3
25,69,22,road,3
20,50,24,rail,5
27,40,129,rail,1
53,34,75,road,1
70,18,4,air,3
27,52,7,air,2
56,19,31,rail,2
1,63,91,rail,3
53,1,24,air,5
26,28,52,road,2
61,4,88,rail,3
17,5,129,air,4
29,41,97,rail,2
6,33,60,road,5
70,8,112,rail,5
18,50,105,air,1
43,40,16,rail,4
18,33,85,air,1
26,8,19,air,3
29,49,11,air,4
67,15,75,air,3
29,13,63,air,3
60,12,82,road,5
33,54,147,air,2
23,29,122,rail,5
8,48,49,air,1
32,38,89,rail,3
1,62,68,road,5
16,23,147,air,2
18,29,84,air,1
15,6,101,air,1
60,35,45,road,5
20,66,20,road,4
41,10,82,air,4
58,40,67,road,4
20,5,41,road,4
38,46,10,rail,3
8,67,48,air,1
66,19,88,air,5
16,47,43,road,4
47,37,148,air,4
16,28,88,road,1
7,56,114,air,2
17,48,125,road,2
41,50,119,air,5
21,22,5,road,5
28,25,15,air,2
6,58,50,air,3
24,38,17,air,5
62,50,122,rail,1
70,57,39,rail,4
20,59,54,road,2
42,43,5,rail,1
3,27,24,air,1
3,68,48,rail,2
30,60,23,rail,1
20,10,24,road,3
14,55,64,road,4
56,30,127,rail,5
29,59,142,road,3
12,46,65,road,1
6,64,83,rail,2
4,36,96,rail,3
39,60,27,rail,4
21,19,75,air,5
27,68,92,rail,4
22,40,71,rail,1
69,8,25,road,5
51,7,93,road,2
65,70,11,air,4
46,64,143,rail,5
69,35,107,air,3
65,1,11,road,4
70,32,60,rail,4
45,59,22,road,4
33,36,86,rail,4
70,10,12,air,4
44,24,3,air,1
66,28,17,rail,3
22,39,113,rail,2
57,41,80,air,3
28,30,88,road,4
11,68,98,road,3
62,15,80,air,4
53,38,40,air,4
62,24,54,air,4
23,52,26,air,5
43,57,122,rail,1
68,65,98,road,5
32,34,113,air,4
35,47,3,air,1
29,7,66,rail,2
29,31,41,air,2
0,30,8,rail,5
67,25,78,rail,4
30,49,126,road,2
63,60,91,rail,1
20,53,59,rail,3
65,20,99,rail,5
61,29,28,air,2
16,2,71,road,4
66,2,13,rail,3
37,46,135,air,1
46,19,102,rail,3
9,65,41,rail,2
7,26,82,rail,4
58,15,9,rail,2
64,46,81,rail,2
55,62,49,road,5
3,48,80,road,2
41,38,30,air,5
66,22,148,rail,4
66,14,117,road,2
11,53,44,road,1
40,15,85,road,5
64,9,129,rail,2
11,1,60,air,1
44,15,56,road,1
44,66,101,air,4
19,36,6,air,3
20,25,82,road,2
47,39,123,rail,1
49,56,29,road,4
61,28,111,road,3
52,11,51,air,1
52,11,20,road,3
32,55,126,air,5
66,14,138,road,4
20,64,101,road,1
43,11,69,road,1
29,65,64,road,1
19,63,145,rail,4
13,66,48,air,5
67,59,97,air,5
13,27,45,road,1
58,57,95,air,5
3,66,64,road,4
23,12,21,road,4
31,39,1,road,4
26,29,15,air,1
54,17,96,rail,2
27,1,19,rail,5
46,26,137,rail,3
15,35,140,road,3
55,52,102,air,5
30,29,104,road,5
55,21,44,air,1
63,50,144,air,4
3,0,82,air,2
56,47,65,road,1
66,64,60,rail,1
26,64,20,air,1
27,1,128,road,5
22,15,110,road,3
48,3,119,rail,2
64,33,92,road,3
63,40,60,air,5
40,25,147,road,4
67,14,42,road,2
33,58,45,rail,3
1,3,95,air,5
8,32,19,air,1
64,52,115,road,4
22,12,2,rail,4
64,36,41,road,2
28,10,22,air,1
11,7,81,road,1
47,35,137,road,3
28,19,67,rail,5
55,57,88,rail,2
19,56,136,rail,5
42,5,4,rail,1
14,40,146,road,2
34,44,86,air,1
33,18,41,rail,5
11,60,129,rail,1
61,39,143,air,3
45,25,56,rail,2
32,59,11,rail,3
67,38,96,road,3
64,7,61,road,2
0,31,72,rail,5
59,4,123,air,4
35,67,125,road,2
47,17,135,road,2
6,40,44,road,5
28,52,142,rail,1
4,35,75,road,1
7,11,98,air,5
10,55,85,rail,4
44,59,6,air,1
36,48,69,air,3
35,21,73,rail,5
63,65,77,air,5
26,17,132,road,2
37,60,146,road,1
52,41,42,rail,5
15,58,3,rail,2
24,26,43,rail,5
39,31,105,air,1
9,19,150,rail,5
34,35,50,rail,1
51,25,132,air,4
43,51,136,air,1
31,50,148,air,1
23,67,150,air,4
9,45,149,rail,2
17,35,3,road,4
0,66,114,rail,4
60,67,59,rail,2
59,25,124,road,1
62,28,95,air,5
46,47,47,air,4
64,41,26,air,5
29,70,132,rail,2
38,35,15,air,5
50,31,101,air,1
42,66,140,air,5
40,67,121,air,5
44,36,133,road,5
61,2,133,air,2
19,38,82,road,3
69,2,114,rail,3
16,19,25,rail,1
2,69,28,road,3
2,28,46,air,1
25,28,20,air,2
41,70,40,rail,2
9,63,42,air,5
21,27,138,rail,1
36,10,129,rail,3
35,63,26,rail,2
14,27,85,rail,2
36,27,124,rail,2
11,57,95,road,5
7,52,15,rail,5
33,52,6,rail,5
70,18,81,road,4
51,20,54,rail,4
30,61,70,air,3
38,7,57,road,3
52,56,73,road,5
67,9,33,rail,3
49,8,100,air,3
57,62,128,air,5
34,38,145,rail,1
48,34,144,road,3
22,62,144,rail,3
63,6,47,rail,3
67,48,96,road,2
21,7,113,air,3
41,52,10,rail,1
13,50,104,road,2
61,26,114,rail,1
56,38,28,road,5
44,23,105,rail,1
43,23,18,road,1
11,46,141,rail,1
34,1,52,rail,5
23,62,83,air,4
7,28,69,rail,2
30,47,40,road,1
52,37,99,road,3
48,30,16,rail,4
11,66,48,air,3
64,53,12,road,3
17,67,62,road,2
63,11,75,air,1
24,3,55,road,1
39,8,150,rail,3
70,49,120,rail,3
25,35,100,air,1
20,33,111,air,1
1,68,132,rail,3
7,23,16,air,1
37,4,68,air,2
63,66,7,road,3
15,5,100,road,2
0,33,149,air,1
25,0,78,air,2
32,2,43,air,3
22,37,24,rail,5
58,55,16,rail,3
17,41,65,air,4
62,55,58,road,1
68,46,80,road,3
22,59,142,road,3
46,22,78,rail,1
14,69,136,air,1
61,15,116,road,2
67,16,4,air,1
13,55,11,air,5
54,19,68,road,5
67,15,30,road,4
3,66,70,rail,1
70,64,65,road,5
70,54,133,road,5
6,39,126,air,2
39,53,60,air,5
14,51,112,air,4
52,68,37,road,2
13,25,123,road,2
60,11,126,road,1
0,53,55,air,4
51,68,137,rail,3
6,32,85,air,4
24,34,134,road,1
9,29,15,rail,5
70,57,78,road,4
52,57,17,rail,1
22,5,62,rail,5
63,57,53,road,2
32,29,133,rail,4
10,2,84,rail,3
55,12,95,air,1
22,39,143,rail,2
42,31,61,road,4
15,12,18,road,5
23,50,42,air,3
68,29,123,rail,4
35,57,13,air,2
47,61,8,road,5
56,5,73,rail,1
52,7,119,road,1
49,46,9,rail,1
62,23,18,air,1
61,64,109,rail,3
18,19,43,road,3
10,21,119,rail,5
12,8,28,rail,1
14,0,26,rail,3
38,21,62,air,3
70,36,22,rail,1
5,48,131,air,3
58,42,112,air,2
57,64,51,air,4
42,48,101,road,5
17,11,64,road,3
38,44,148,rail,3
60,5,22,air,1
18,15,10,road,2
21,52,16,rail,1
1,29,55,road,3
37,58,138,road,3
49,5,4,rail,1
8,23,2,road,2
14,44,94,air,4
43,0,37,road,5
62,37,84,road,3
14,66,86,rail,1
64,40,46,air,5
10,15,8,road,4
69,38,8,air,1
66,58,18,rail,4
54,3,28,road,1
2,45,34,rail,3
15,9,108,air,5
46,44,34,rail,1
56,12,31,road,5
9,21,138,air,2
44,69,76,air,4
46,45,7,rail,2
21,62,74,road,3
19,48,35,road,3
21,50,21,rail,2
16,27,6,rail,5
5,9,138,air,3
33,63,91,air,4
6,5,78,air,1
24,25,82,rail,4
38,19,134,road,2
35,44,21,rail,2
42,30,86,road,5
55,8,89,rail,3
0,37,58,air,5
5,62,92,rail,1
6,19,125,air,3
13,39,87,road,4
37,7,139,rail,4
7,10,124,air,3
18,70,119,rail,3
38,23,7,rail,5
32,6,9,rail,1
8,50,47,road,5
10,59,124,air,2
59,63,115,rail,4
15,48,136,road,1
30,13,22,air,5
10,45,121,air,1
22,33,43,road,1
60,16,15,rail,1
6,13,85,road,5
62,29,52,rail,5
10,14,79,road,5
37,64,2,air,3
3,2,1,air,2
23,52,47,air,5
37,63,76,air,2
50,10,65,air,2
26,40,39,air,4
45,30,88,air,1
7,47,67,road,3
45,53,120,rail,1
63,3,64,air,3
33,19,56,air,2
15,69,25,rail,3
14,47,115,road,2
52,60,101,road,2
7,50,99,rail,4
57,29,142,rail,2
50,54,64,air,3
23,62,25,air,3
21,69,68,air,2
10,34,144,road,4
69,55,25,air,4
53,49,10,rail,2
33,56,130,air,4
26,64,80,rail,3
61,2,128,rail,1
2,50,26,road,4
14,48,96,road,2
62,37,116,road,1
30,24,104,air,5
14,46,76,rail,3
52,30,15,road,5
48,25,92,road,5
47,40,148,road,1
45,69,87,air,2
16,5,4,road,3
13,54,82,road,1
59,0,113,air,3
16,60,2,rail,5
33,48,87,road,2
43,70,104,air,3
11,13,80,rail,4
35,46,23,air,3
10,60,71,road,5
17,4,5,rail,3
31,45,65,road,3
3,33,42,air,1
59,65,30,rail,2
32,30,2,rail,2
27,7,58,rail,4
62,21,149,air,2
